,City,Country,Distance,Fax,FridayHours,Latitude,Longitude,MondayHours,Name,Phone,SaturdayHours,Services,State,Street,SundayHours,ThursdayHours,TuesdayHours,Website,WednesdayHours,ZipCode
74,Prescott,United States,0,,10am-4pm,34.543762,-112.455134,10am-4pm,Community Pregnancy Center of Prescott,(928) 778-7654,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",AZ,1124 E. Gurley St.,Closed,10am-4pm,10am-7pm,http://www.options-az.com,10am-4pm,86301
75,Prescott Valley,United States,0,,,34.587637,-112.328049,,Life Connections Pregnancy Resource & Referral (HB),928-227-3130,,Pregnancy Tests,AZ,7875 E Florentine Ste C,,,,,,86314
76,Sierra Vista,United States,0,,9am-5pm,31.555139,-110.286250,9am-5pm,Care Net Pregnancy Center of Cochise County,(520) 459-5683,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",AZ,1197 E. Fry Blvd,Closed,9am-5pm,9am-4pm,http://www.carenetpregnancy-sv.com,Closed,85635
77,Snowflake,United States,0,,,34.494137,-110.079034,,New Life Pregnancy Center - Snowflake (HB),928-524-3222,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,1016 S Main St,,,,,,85937
78,Snowflake,United States,0,,,34.494137,-110.079034,,New Life Pregnancy Center - Snowflake (HB),928-536-4760,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,1016 S Main St,,,,,,85937
79,Tempe,United States,0,,9am-5pm,33.407250,-111.928647,9am-5pm,Choices Pregnancy Center - Tempe,(480) 306-4612,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",AZ,605 E Broadway Rd,Closed,9am-6pm,9am-6pm,http://choicesaz.com/,9am-5pm,85282
80,Tucson,United States,0,,9:00am-4:00pm,32.235687,-110.938343,9:00am-8:00pm,Hands of Hope,(520) 622-5774,,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",AZ,2290 E Speedway Blvd,,9:00am-8:00pm,9:00am-3:00pm,http://www.handsofhopetucson.com,9:00am-5:00pm,85719
81,Tucson,United States,0,,,32.235703,-110.938346,,Hands of Hope Tucson - Pregnancy Health Center (HB),520-622-5774,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,2290 E Speedway Blvd,,,,,,85719
82,Tucson,United States,0,,,32.244594,-110.910009,,New Life Pregnancy Center - Tucson (HB),520-795-7541,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,1779 N. Alvernon Way,,,,,,85712
83,Wickenburg,United States,0,,,33.968436,-112.729155,,New Life Pregnancy Center - Wickenburg (HB),928-668-1450,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,73 S Tegner St,,,,,,85390
84,Winkelman,United States,0,,,32.989661,-110.771265,,Family First Pregnancy Care Center (HB),520-269-9152,,Pregnancy Tests,AZ,508 Thorne Avenue,,,,,,85192
85,Winslow,United States,0,,,35.026347,-110.697882,,New Life Pregnancy Center â€“ Winslow (HB),928-386-6913,,Pregnancy Tests,AZ,411 N. Warren,,,,,,86047
86,Yuma,United States,0,,,32.675545,-114.623436,,New Life Pregnancy Center - Yuma (HB),928-726-5568,,"Pregnancy Tests, Ultrasound (Onsite)",AZ,"2855 S 4th Avenue, Ste 112",,,,,,85364
87,Arkadelphia,United States,0,,,34.120102,-93.056857,,Pregnancy Resource Center for Southwest Arkansas (HB),870-210-5353,,"Pregnancy Tests, Ultrasound (Onsite)",AR,911 Clinton Street,,,,,,71923
88,Ash Flat,United States,0,(870) 994-7807,Closed,36.223983,-91.609790,10am-5pm,New Beginnings Pregnancy Help Center,(870) 994-5433,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",AR,23 W Main St.,Closed,10am-5pm,10am-5pm,http://pregnantnowwhat.org/,10am-5pm,72513
89,Batesville,United States,0,,Closed,35.769307,-91.655039,Closed,My Choice Clinic,(870) 613-7860,Closed,"Abortion Information, Adoption Information, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",AR,194 W. Main,Closed,1pm-5pm,1pm-5pm,http://www.pregnantwhatsnext.com/,Closed,72501
90,Batesville,United States,0,,Closed,35.768549,-91.629526,11a-4p,My Choice Clinic,(870) 698-1008,Closed,"Maternity & Infant Supplies, Parenting Education, Support for Men, Ultrasound Referrals",AR,2131 Fitzhugh St.,Closed,11a-4p,Closed,http://www.mychoiceclinicbatesville.com,11a-4p,72501
91,Benton,United States,0,,,34.563269,-92.597785,,New Beginnings PRC and The Pregnancy Test Center (HB),(501) 860-1331,,"Pregnancy Tests, Ultrasound (Onsite)",AR,120 S Conrad St,,,,,,72015
92,Cabot,United States,0,Options Pregnancy Center,10-2,35.019376,-91.948901,10am-5:3-pm,Options Pregnancy Center -Beebe,(501) 941-8047,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",AR,1703 W. Center St.,Closed,10am-5pm,9-5,http://optionspc.org,10am-4:30pm,72023
93,Cabot,United States,0,(501) 941-7695,Closed,34.971816,-92.019376,10am-5:30pm,Options Pregnancy Center - Cabot,(501) 941-5533,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",AR,401 S 2nd St,Closed,Closed,8:30am-4:30pm,http://optionspc.org,10am-4:30pm,72023
94,Camden,United States,0,,,33.585007,-92.833482,,Hannah Pregnancy Resource Center (HB),870-231-9799,,"Pregnancy Tests, Ultrasound (Onsite)",AR,348 Washington SW,,,,,,71730
95,Clarksville,United States,0,,,35.471533,-93.468607,9:00am-2:00pm,Pregnancy Help Clinic,(479) 754-7474,,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",AR,102 N. Johnson St.,,2:00pm-6:00pm,9:00am-2:00pm,http://www.clarksvillepregnancyhelpclinic.com,12:00pm-5:00pm,72830
96,Conway,United States,0,,Closed,35.086444,-92.441990,9am-5pm,"Life Choices, Inc.",(501) 329-5944,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",AR,"609 Locust St, 2nd Floor",Closed,9am-5pm,9am-5pm,http://lifechoicesinc.org,9am-5pm,72034
97,Crossett,United States,0,,,33.134253,-91.959957,,Life Choices (HB),870-364-1155,,Pregnancy Tests,AR,111 Pine St,,,,,,71635
98,El Dorado,United States,0,,,33.211351,-92.663995,,Hannah Pregnancy Resource Center (HB),870-862-1317,,"Pregnancy Tests, Ultrasound (Onsite)",AR,"101 W Main St, Suite 201",,,,,,71730
99,Fayetteville,United States,0,,Closed,36.059545,-94.171717,10am-5pm,Loving Choices Pregnancy Centers of Northwest Arkansas,(479) 521-6677,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",AR,275 S. Duncan,Closed,10am-5pm,10am-5pm,http://lovingchoices.org,10am-5pm,72701
100,Fort Smith,United States,0,,,35.385247,-94.379698,,1st Choice River Valley Pregnancy Medical Center (HB),479-484-5244,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",AR,4622 Grand Avenue,,,,,,72904
101,Fort Smith,United States,0,,Closed,35.385247,-94.379698,9am-6pm,First Choice Pregnancy Medical Center,(479) 484-5244,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",AR,4622 Grand Ave,Closed,9am-3pm,9am-6pm,http://rivervalleypregnancymedicalcenter.org,9am-3pm,72904
102,Jacksonville,United States,0,(501) 457-7765,10:00am-2:00pm,34.888434,-92.093753,Closed,Options Pregnancy Center - Jacksonville,(501) 457-7735,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",AR,1409 Madden Rd,Closed,10:00am-5:00pm,Closed,http://www.optionspc.org/,10:30am-5:00pm,72076
103,Jonesboro,United States,0,(870) 931-6830,10am-4pm,35.833698,-90.705107,10am-4pm,Pregnancy Resource Center,(870) 932-6644,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Mobile), Ultrasound (Onsite)",AR,910 South Main St,Closed,10am-4pm,10am-4pm,http://www.jonesboroprc.com,10am-4pm,72401
104,Little Rock,United States,0,,,34.746067,-92.396771,,Arkansas Pregnancy Resource Center (HB),501-227-7944,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",AR,3 Office Park Dr  Ste 101,,,,,,72211
105,Magnolia,United States,0,,,33.268589,-93.242073,,Hannah Pregnancy Resource Center (HB),870-234-8070,,"Pregnancy Tests, Ultrasound (Onsite)",AR,216 W. Union,,,,,,71753
106,Mena,United States,0,,Closed,34.570717,-94.250435,9:30am-4pm,"Fresh Start Pregnancy Resource Center, Inc.",(479) 394-1186,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",AR,306 9th St.,Closed,Closed,9:30am-4pm,http://www.freshstartprc.com,9:30am-4pm,71953
107,Monticello,United States,0,,,33.628596,-91.791188,,HopePlace Monticello (HB),870-460-0067,,Pregnancy Tests,AR,103 North Main St,,,,,,71655
108,Mountain Home,United States,0,,,36.337419,-92.382211,,Informed Choices Women's Center of the Ozarks (HB),870-424-4673,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",AR,312 E 3rd,,,,,,72653
109,Mountain Home,United States,0,,Closed,36.337759,-92.382065,10am-6pm,Informed Choices Women's Center of the Ozarks,(870) 424-4673,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Onsite)",AR,312 E 3rd St,Closed,10am-6pm,10am-4pm,http://mountainhomepregnancy.com,10am-4pm,72653
110,North Little Rock,United States,0,,,34.779926,-92.286327,,Caring Hearts Pregnancy Center (HB),501-753-4038,,"Pregnancy Tests, Ultrasound (Onsite)",AR,2003 Fendley Dr,,,,,,72114
111,Pine Bluff,United States,0,,Closed,34.190231,-92.023990,Closed,Hope Women's Resource Center,(870) 535-0811,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Mobile), Ultrasound (Onsite), Ultrasound Referrals",AR,3905 S Hazel,Closed,8am-4:30pm,8am-4:30pm,http://www.thinkyoumaybepregnant.com/,8am-4:30pm,71603
112,Rogers,United States,0,,Closed,36.285886,-94.162761,10am-5pm,Loving Choices Pregnancy Centers of Northwest Arkansas,(479) 631-6677,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite), Ultrasound Referrals",AR,3610 W Southern Hills Blvd,Closed,10am-5pm,10am-5pm,http://www.lovingchoices.org,10am-5pm,72758
113,Russellville,United States,0,,Closed,35.280307,-93.141461,9am-7pm,"Choices Pregnancy Resource Clinic, Inc.",(479) 967-2255,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",AR,3312 West Main,Closed,9am-2pm,9am-2pm,http://www.choicesprc.org,9am-2pm,72801
114,Searcy,United States,0,,Closed,35.250954,-91.726396,9am-5pm,Friends for Life Medical Center,(501) 305-4500,Closed,"Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",AR,914 E. Race St,Closed,9am-5pm,Closed,http://www.confidentialpregnancytesting.com,9am-5pm,72143
115,Searcy,United States,0,,,35.251158,-91.725655,,Friends for Life Parenting Center (HB),501-279-1550,,"Pregnancy Tests, Ultrasound (Onsite)",AR,405 N Walnut St,,,,,,72143
116,Siloam Springs,United States,0,,,36.179496,-94.533235,,Choices Pregnancy Services (HB),479-549-3322,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",AR,608 S Hico St,,,,,,72761
117,Warren,United States,0,,,33.610187,-92.068481,,HopePlace Warren (HB),870-226-4456,,"Pregnancy Tests, Ultrasound (Onsite)",AR,212 West Central Street,,,,,,71671
118,Angels Camp,United States,0,,Closed,38.076269,-120.549812,10am-5pm,Calaveras Door of Hope,(209) 736-9600,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",CA,571 Stanislaus Ave,Closed,Closed,Closed,http://cdohope.org,Closed,95222
119,Atascadero,United States,0,,Closed,35.475494,-120.668970,11am-3pm,Tree of Life,(805) 461-3420,Closed,"24-Hour Helpline, Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",CA,"7730 Morro Rd, Suite 106",Closed,11am-3pm,11am-3pm,http://www.treeoflifepsc.com,11am-3pm,93422
120,Atascadero,United States,0,,Closed,35.495309,-120.731885,Closed,Tree of Life,(805) 543-6000,Closed,"24-Hour Helpline, Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",CA,1329 Chorro St,Closed,8am-12pm,Closed,http://www.treeoflifepsc.com/,11am-2-pm,93401
121,Bakersfield,United States,0,(661) 326-1916,9am-12pm,35.377985,-119.022728,9am-4pm,Bakersfield Pregnancy Center,(661) 326-1907,10am-1pm,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite), Ultrasound Referrals",CA,1801 18th Street,Closed,9am-8pm,9am-4pm,http://www.wehelpyou.org,9am-4pm,93301
122,Buena Park,United States,0,,,33.869593,-117.987409,,Obria Medical Clinic - Buena Park (HB),714-406-1735,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",CA,8352 Commonwealth Ave,,,,,,90621
123,Chowchilla,United States,0,,Closed,37.120984,-120.260851,10am-5pm,Trinity Pregnancy Resource Center,(559) 665-7700,Closed,"Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men",CA,350 Trinity Ave,Closed,10am-5pm,10am-5pm,http://www.tprcenter.org/,Closed,93610
124,Chula Vista,United States,0,,,32.623837,-117.075501,,Silent Voices (HB),619-422-0757,,Pregnancy Tests,CA,"355 ""K"" St, Ste H",,,,,,91911
125,Concord,United States,0,,Closed,37.955884,-121.966587,10am-2pm,Options for Women of California,(925) 827-0100,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Mobile), Ultrasound (Onsite)",CA,"5167 Clayton Rd, Ste H",Closed,10am-5pm,10am-5pm,http://eastbayoptions.com/,10am-5pm,94521
126,Corona,United States,0,,Closed,33.888027,-117.563200,11am-6pm,Corona Life Services,(951) 272-3670,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",CA,623 N. Main St,Closed,11am-6pm,11am-6pm,http://clspregnancy.com,11am-6pm,92880
127,Crescent City,United States,0,,,41.773086,-124.203939,,Pregnancy Care Center (HB),707-464-3233,,Pregnancy Tests,CA,110 W Washington Blvd,,,,,,95531
128,Dinuba,United States,0,,,36.540796,-119.381850,,Dawnings Pregnancy Resource Center (HB),559-595-9323,,Pregnancy Tests,CA,682 S 1st Ave,,,,,,93618
129,Downey,United States,0,,,33.945264,-118.129778,,Living Help Center (HB),562-923-4357,,"Pregnancy Tests, Ultrasound (Onsite)",CA,"10642 Downey Ave, Ste 107",,,,,,90241
130,El Cajon,United States,0,(619) 442-0380,11am-4pm,32.787879,-116.961912,Closed,East County Pregnancy Care Clinic,(866) 616-8952,Closed,"Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",CA,677 S. Magnolia,Closed,11am-6pm,11am-8pm,http://www.unplannedparenthood.org,11am-6pm,92020
